sid	category	name
11169644	Push	Rapsio MB Push ATT NonBrand
11169642	Push	Rapsio MB Push Frontier Brand
11169298	Pop/Lightbox	Rapsio MB SVG
11171389	Pop/Lightbox	Rapsio MP pop - Life Line Screening
11169611	Pop/Lightbox	Rapsio Nissan
11167735	Pop/Lightbox	Rapsio Pop FreeShipping
11169061	Pop/Lightbox	Rapsio Pop Genealogy Bank Newspapers
11167250	Intext	Rapsio-contextual-intext-eHarmony Branded-direct-us
11167249	Intext	Rapsio-contextual-intext-eHarmony Nonbranded-direct-us
11167732	Intext	Rapsio-intext-CC Freeshipping Unbranded-direct
11166476	Pop/Lightbox	Rapsio-pop-over-1-800-Contacts NonBranded-kw-us-direct
11165521	Pop/Lightbox	Rapsio-pop-over-1800contacts-kw-us-direct
11166882	Pop/Lightbox	Rapsio-pop-over-Crowdsteer Windows-kw-us-direct
11167401	Pop/Lightbox	Rapsio-pop-over-eFile-kw-us-direct
11167246	Pop/Lightbox	Rapsio-pop-over-eHarmony Branded-kw-us-direct
11167245	Pop/Lightbox	Rapsio-pop-over-eHarmony Nonbranded-kw-us-direct
11166660	Pop/Lightbox	Rapsio-pop-over-Experian Branded-kw-us-direct
11166661	Pop/Lightbox	Rapsio-pop-over-Experian Nonbranded-kw-us-direct
11165972	Pop/Lightbox	Rapsio-pop-over-Hotwire_USA_DiscountHotels-kw-us-direct
11167757	Pop/Lightbox	Rapsio-pop-over-Trivago-kw-us-direct
11171281	Extension	Redbrick Quick-links
11170781	Lead Gen	Renuant Fortis Atlanta Med Asst
11170785	Lead Gen	Renuant Fortis Houston North Med Asst
11170786	Lead Gen	Renuant Fortis Nashville Nursing
11170783	Lead Gen	Renuant Fortis Pensacola Med Asst
11170636	Lead Gen	Renuant LendingTree
11170787	Lead Gen	Renuant LLC
11170697	Lead Gen	Renuant MB Everglades
11171427	Lead Gen	Renuant MB Fortis Medical Asst - Atlanta
11171428	Lead Gen	Renuant MB Fortis Medical Asst - Baton Rouge
11171429	Lead Gen	Renuant MB Fortis Medical Asst - Birmingham
11171430	Lead Gen	Renuant MB Fortis Medical Asst - Centerville
11171431	Lead Gen	Renuant MB Fortis Medical Asst - Cincinnati
11171432	Lead Gen	Renuant MB Fortis Medical Asst - Columbia
11171434	Lead Gen	Renuant MB Fortis Medical Asst - Cookeville
11171435	Lead Gen	Renuant MB Fortis Medical Asst - Cutler Bay
11171436	Lead Gen	Renuant MB Fortis Medical Asst - Cuyahoga Falls
11171437	Lead Gen	Renuant MB Fortis Medical Asst - Dothan
11171438	Lead Gen	Renuant MB Fortis Medical Asst - Foley
11171439	Lead Gen	Renuant MB Fortis Medical Asst - Forty Fort
11171440	Lead Gen	Renuant MB Fortis Medical Asst - Houston North
11171442	Lead Gen	Renuant MB Fortis Medical Asst - Indianapolis
11171443	Lead Gen	Renuant MB Fortis Medical Asst - Landover
11171444	Lead Gen	Renuant MB Fortis Medical Asst - Lawrenceville
11171445	Lead Gen	Renuant MB Fortis Medical Asst - Mobile
11171449	Lead Gen	Renuant MB Fortis Medical Asst - Orange Park
11171450	Lead Gen	Renuant MB Fortis Medical Asst - Pensacola
11171452	Lead Gen	Renuant MB Fortis Medical Asst - Port St Lucie
11171453	Lead Gen	Renuant MB Fortis Medical Asst - Richmond
11171454	Lead Gen	Renuant MB Fortis Medical Asst - Scranton
11171455	Lead Gen	Renuant MB Fortis Medical Asst - Towson
11171456	Lead Gen	Renuant MB Fortis Medical Asst - Wayne
11171475	Lead Gen	Renuant MB Fortis Pharmacy Tech - Cookeville
11170641	Lead Gen	Renuant MB JWU Grad
11171319	Lead Gen	Renuant MB Keiser eCampus
11170700	Lead Gen	Renuant MB Keiser Ground
11171309	Lead Gen	Renuant MB LendingTree Express
11171275	Lead Gen	Renuant MB LendingTree Home Equity
11170776	Lead Gen	Renuant MB Post University Graduate
11170775	Lead Gen	Renuant MB Post University Undergrad
11170788	Lead Gen	Renuant Pensacola Nursing
11171289	Contextual	Reserve Tech Experian
11171288	Contextual	Reserve Tech Hotwire
11171290	Contextual	Reserve Tech Macys
11171291	Contextual	Reserve Tech Overstock
11165370	Pop/Lightbox	RevenueHits Pop Over
11166909	Pop/Lightbox	RevenueHits Pop Under
11165678	Pop/Lightbox	RevenueHits-pop-direct-us ca au-XML- direct portal
11170309	Contextual	ROKT 1800Contacts
11170231	Contextual	ROKT FabFitFun
11170228	Contextual	ROKT JCPenney
11170230	Contextual	ROKT LegalZoom
11170229	Contextual	ROKT Overstock
11170580	Thank You Page	ROKT TurboTax
11169465	Domain	RookMedia Domain
11169464	Domain	RookMedia Domain OO
11171812	Domain	RVN Digital Domain Adult
11169594	Domain	RVN Digital Zero Click
11170318	Contextual	Samples 1800Contacts SMS
11170258	Other	Samplescom
11170541	Extension	SearchEmoji Desktop
11169270	Internal	SearchIQ
11167975	Internal	SearchIQ
11169152	Domain	Sedo Domain 1 Click
113	Internal	SID 113 PPC Premium Class 1
123	Internal	SID 123 PPC Action Tracking and Capping Test
11167563	Other	simpledollar-search-Citibank-direct-us
11171905	Contextual	SIQ Commerce Beautyriot.com
11171908	Contextual	SIQ Commerce Comingsoon.net
11171912	Contextual	SIQ Commerce Dogtime.com
11171909	Contextual	SIQ Commerce Liveoutdoors.com
11171916	Contextual	SIQ Commerce Mandatory.com
11171861	Contextual	SIQ Commerce Momtastic
11171907	Contextual	SIQ Commerce Superherohype.com
11171860	Contextual	SIQ Commerce TheFashionSpot
11171859	Contextual	SIQ Commerce TotalBeauty
11167218	Domain	Skenzo Domain
11167219	Domain	Skenzo Domain Adult
11167220	Domain	Skenzo Domain Mobile
11170698	Domain	Skenzo Domain One-Click
11172038	Contextual	Skimlinks Best Western Product
11172039	Contextual	Skimlinks CarPriceSecrets Product
11172040	Contextual	Skimlinks Choice Hotels Product
11172041	Contextual	Skimlinks eBates/Rakuten Product
11172186	Contextual	Skimlinks e-File Product
11172042	Contextual	Skimlinks Experian Product
11172043	Contextual	Skimlinks FreeShipping.com Product
11172044	Contextual	Skimlinks Genealogy Bank Product
11172150	Contextual	Skimlinks Groupon Product
11171902	Contextual	Skimlinks Hotwire Product
11172151	Contextual	Skimlinks HR Block Product
11171899	Contextual	Skimlinks JCPenney Product
11172045	Contextual	Skimlinks LampsPlus Product
11171901	Contextual	Skimlinks Macys Product
11172046	Contextual	Skimlinks Merrell Product
11172047	Contextual	Skimlinks Overstock Product
11171900	Contextual	Skimlinks Sears Product
11172048	Contextual	Skimlinks Talbots Product
11172049	Contextual	Skimlinks Teleflora Product
11172190	Contextual	Skimlinks The Zebra Product
11172187	Contextual	Skimlinks Transunion Product
11172152	Contextual	Skimlinks Zenni Optical Product
11169697	Deal Site	Slick Deals Chewy
11169712	Deal Site	SlickDeals AppleMusic
11170929	Deal Site	Slickdeals CenturyLink 
11169605	Deal Site	SlickDeals Contextual 1800Contacts
11169634	Deal Site	SlickDeals Contextual eFile
11169633	Deal Site	SlickDeals Contextual Keurig
11169616	Deal Site	SlickDeals Contextual Nissan
11169595	Deal Site	SlickDeals Contextual PizzaHut
11169635	Deal Site	SlickDeals Contextual Samsung
11169615	Deal Site	SlickDeals Contextual Volvo
11170790	Deal Site	SlickDeals Dollar Shave Club
11172135	Deal Site	Slickdeals eFile Product
11171139	Deal Site	Slickdeals Forever21 Product
11171155	Deal Site	Slickdeals Geico
11171690	Deal Site	Slickdeals Geico Product
11170791	Deal Site	Slickdeals H&R Block Product
11170218	Deal Site	SlickDeals Hotwire
11171496	Deal Site	Slickdeals Kmart Product
11170428	Deal Site	Slickdeals Lamps Plus Product
11171616	Deal Site	Slickdeals Nissan Product
11170288	Deal Site	Slickdeals Overstock Deeplinking
11171401	Deal Site	Slickdeals Progressive
11171686	Deal Site	Slickdeals Samsung Dishwashers Product
11171771	Deal Site	Slickdeals Samsung Dryers Product
11171723	Deal Site	Slickdeals Samsung Product
11171769	Deal Site	Slickdeals Samsung TV Product
11171770	Deal Site	Slickdeals Samsung Washers Product
11170220	Deal Site	Slickdeals Ticketmaster Home Page
11170219	Deal Site	Slickdeals Trivago
11170515	Deal Site	SlickDeals TurboTax Product
11170173	Deal Site	SlickDeals Victorias Secret
11170244	Deal Site	Slickdeals Victorias Secret Product
11171955	Deal Site	Slickdeals Zenni Optical Product
11170666	Contextual	SmartAsset Efile
11170668	Contextual	SmartAsset Experian
11170667	Contextual	SmartAsset HR Block
11171854	Contextual	SmartAsset LendingTree Refi Express
11170669	Contextual	SmartAsset TransUnion
11167454	Pop/Lightbox	Sojern-pop-over-Hotwire HotelsUSA-kw-us-direct
11171867	Internal	Source Status InActive
11171890	Social	SourceKnowledge Overstock Product
11170650	Extension	Start.Me Hotwire
11170652	Extension	Start.Me JC Penney
11170651	Extension	Start.Me Trivago
11169320	Search	SuperOffers Contextual
11170269	Mobile Browser	Syclone AppleMusic CPA
11170623	Mobile Browser	Syclone Experian
11170620	Mobile Browser	Syclone Hotwire
11170618	Mobile Browser	Syclone JCPenney
11170624	Mobile Browser	Syclone LegalZoom
11170476	Mobile Browser	Syclone MaxSecurity FB
11170473	Mobile Browser	Syclone NiceNightClick FB
11170619	Mobile Browser	Syclone Overstock
11170464	Mobile Browser	Syclone Phoenix Browser FB
11170621	Mobile Browser	Syclone TurboTax
11170477	Mobile Browser	Syclone TweakBox FB
11170465	Mobile Browser	Syclone Vskit FB
11170485	Mobile Browser	Syclone YY Browser FB
11171871	Browser	Symbaloo eBates Product
11171875	Browser	Symbaloo Hotwire Product
11171874	Browser	Symbaloo Overstock Product
11170411	Arbitrage	System1
11167226	Native	taboola
11167225	Native	Taboola Native Marriott
11167227	Native	Taboola Native Samsung
11170214	Native	Tavolo InsureMyCarNow
11170216	Arbitrage	Tavolo LegalZoom
11170215	Arbitrage	Tavolo LendingTree
11170263	Arbitrage	Tavolo SVG Medicare
110	Internal	testResponseTime
11167914	Other	thatgaybackpacker-search-organic
11172175	Contextual	The Penny Hoarder Experian
11172178	Contextual	The Penny Hoarder Lending Tree Personal Loans
11172177	Contextual	The Penny Hoarder The Zebra
11172176	Contextual	The Penny Hoarder Transunion
11163239	Internal	TheShopAroundcom
11167594	Other	thesimpledollar - organic search
11169357	Contextual	ThinkClever Contextual
11171006	Lead Gen	Tigran Mekikian
11171097	Lead Gen	Tigran Mekikian
11171005	Lead Gen	Tigran Mekikian
11171086	Lead Gen	Tigran Mekikian
11171098	Lead Gen	Tigran Mekikian
11165150	Domain	TONIC Domain
11171754	Domain	TONIC Domain Adult
11172016	Lead Gen	Traffic Point LendingTree Personal Loans
11172122	Lead Gen	Traffic Point LendingTree Short Form
11169391	Search	TrafficClub Search
11171855	Lead Gen	Transparently MB Geico
11171726	Lead Gen	Transparently MB LendingTree Debt Relief
11171946	Lead Gen	Transparently MB Prudential
11171958	Lead Gen	Transparently MB Prudential Mobile
11171712	Lead Gen	Transparently Progressive 
11164440	Domain	Trellian Domain
11164606	Domain	Trellian Domain Adult
11168337	Other	tropicdomains-zeroclick
11171650	Contextual	VigLink
11171636	Contextual	VigLink
11171655	Contextual	VigLink
11171678	Contextual	VigLink
11171658	Contextual	VigLink
11170562	Contextual	VigLink
11171656	Contextual	VigLink
11171684	Contextual	VigLink
11169874	Contextual	VigLink
11170904	Contextual	VigLink
11169879	Contextual	VigLink Convert 1800Contacts
11172149	Contextual	VigLink Convert 55 Places Product
11172023	Contextual	VigLink Convert AbeBooks
11172034	Contextual	VigLink Convert AbeBooks Product
11171809	Contextual	VigLink Convert AmeriSleep Product
11171491	Contextual	VigLink Convert Apartment List Product
11171490	Contextual	VigLink Convert ApartmentList
11171983	Contextual	VigLink Convert AT&T Savings Product
11170564	Contextual	VigLink Convert Bates Footwear
11169902	Contextual	VigLink Convert Benepath Healthcare
11169901	Contextual	VigLink Convert Benepath Medicare
11171891	Contextual	VigLink Convert Best Western
11171918	Contextual	VigLink Convert Best Western Product
11169882	Contextual	VigLink Convert BlackBook
11171280	Contextual	VigLink Convert BluDot
11171303	Contextual	VigLink Convert BluDot Product
11170724	Contextual	VigLink Convert Burpee Product
11170720	Contextual	VigLink Convert Buttercloth Product
11170080	Contextual	VigLink Convert Carbon38
11170433	Contextual	VigLink Convert Carbon38 Product
11169881	Contextual	VigLink Convert CarPriceSecrets
11171981	Contextual	VigLink Convert Century Link Quote Product
11169889	Contextual	VigLink Convert Chewy
11170385	Contextual	VigLink Convert Chewy Product
11171732	Contextual	VigLink Convert Choice Hotels Product
11171850	Contextual	VigLink Convert Courtyard
11170104	Contextual	VigLink Convert DollarShaveClub
11170721	Contextual	VigLink Convert eBates
11170722	Contextual	VigLink Convert eBates Product
11171485	Contextual	VigLink Convert eBates Product 2
11172147	Contextual	VigLink Convert E-file Product
11171286	Contextual	VigLink Convert E-File.com
11169880	Contextual	VigLink Convert EHarmony
11172131	Contextual	VigLink Convert Essilor Product
11169792	Contextual	VigLink Convert Experian
11171339	Contextual	VigLink Convert Experian Product
11171129	Contextual	VigLink Convert Forever21 Product
11169883	Contextual	VigLink Convert FreeShipping
11172001	Contextual	VigLink Convert FreeShipping Product
11171982	Contextual	VigLink Convert Frontier Bundles Product
11171158	Contextual	VigLink Convert Geico
11169897	Contextual	VigLink Convert Genealogy Bank
11171391	Contextual	VigLink Convert Genealogy Bank Product
11171971	Contextual	VigLink Convert Groupon
11172057	Contextual	VigLink Convert Groupon Product
11170081	Contextual	VigLink Convert GruntStyle
11170434	Contextual	VigLink Convert GruntStyle Product
11170642	Contextual	VigLink Convert H&R Block Product
11171619	Contextual	VigLink Convert Harrys
11169793	Contextual	VigLink Convert Hotwire
11170899	Contextual	VigLink Convert Hotwire Product
11170931	Contextual	VigLink Convert HP Product
11172138	Contextual	VigLink Convert Hulu
11169899	Contextual	VigLink Convert InsureMyCarNow 
11171730	Contextual	VigLink Convert Intelius Product
11169814	Contextual	VigLink Convert JCPenney
11170030	Contextual	VigLink Convert JCPenney Product
11172148	Contextual	VigLink Convert Keen Footwear Product
11170334	Contextual	VigLink Convert Keurig
11171481	Contextual	VigLink Convert Kmart Product
11170414	Contextual	VigLink Convert Lamps Plus
11170429	Contextual	VigLink Convert Lamps Plus Product
11169794	Contextual	VigLink Convert LegalZoom
11169917	Contextual	VigLink Convert LegalZoom2
11170696	Contextual	VigLink Convert LendingTree Product
11171484	Contextual	VigLink Convert LifeLineScreening
11171313	Contextual	VigLink Convert Lucidchart Product
11169876	Contextual	VigLink Convert Macys
11169948	Contextual	VigLink Convert Macys Product
11171849	Contextual	VigLink Convert Marriott
11172134	Contextual	VigLink Convert Mercedes Benz Product
11170165	Contextual	VigLink Convert Merrel Product
11169965	Contextual	VigLink Convert Merrell
11172142	Contextual	VigLink Convert Morningbrew.com
11172125	Contextual	VigLink Convert National Geographic Product
11169967	Contextual	VigLink Convert NewCars
11170518	Contextual	VigLink Convert Nissan
11171340	Contextual	VigLink Convert Nissan Product
11171964	Contextual	VigLink Convert Noom
11172126	Contextual	VigLink Convert Nutranext SAN Product
11169885	Contextual	VigLink Convert NY and Co
11169790	Contextual	VigLink Convert Overstock
11169904	Contextual	VigLink Convert Overstock Product
11170178	Contextual	VigLink Convert Pandora Jewelry
11170896	Contextual	VigLink Convert Pandora Jewelry Product
11171393	Contextual	VigLink Convert Parachute Home Product
11171392	Contextual	VigLink Convert ParachuteHome
11170368	Contextual	VigLink Convert Pizza Hut
11170369	Contextual	VigLink Convert Postmates
11171396	Contextual	VigLink Convert Progressive
11171941	Contextual	VigLink Convert Prudential
11170630	Contextual	VigLink Convert Realtor.com
11170634	Contextual	VigLink Convert Realtor.com Product
11172216	Contextual	VigLink Convert Restasis Product
11170883	Contextual	VigLink Convert Samsung Beyond
11170887	Contextual	VigLink Convert Samsung Beyond Design
11171152	Contextual	VigLink Convert Sears
11171151	Contextual	VigLink Convert Sears Product
11169971	Contextual	VigLink Convert SelectQuoteSenior
11169972	Contextual	VigLink Convert Sperry
11170164	Contextual	VigLink Convert Sperry Product
11170581	Contextual	VigLink Convert SprezzaBox
11172063	Contextual	VigLink Convert Tag Heuer
11172058	Contextual	VigLink Convert Tag Heuer Product
11171953	Contextual	VigLink Convert Talbots Product
11171919	Contextual	VigLink Convert Tea Collection Product
11171925	Contextual	VigLink Convert Teleflora Product
11169892	Contextual	VigLink Convert Terminix
11172013	Contextual	VigLink Convert The Fruit Company
11169898	Contextual	VigLink Convert The Zebra
11171387	Contextual	VigLink Convert Transunion Product
11169884	Contextual	VigLink Convert Trivago
11171714	Contextual	VigLink Convert Trivago Product
11169903	Contextual	VigLink Convert TruGreen
11170438	Contextual	VigLink Convert TurboTax Product
11170270	Contextual	VigLink Convert Under Armour
11170319	Contextual	VigLink Convert Under Armour Product
11172197	Contextual	VigLink Convert United Medicare Advisors Product
11170181	Contextual	VigLink Convert Victorias Secret
11170184	Contextual	VigLink Convert Victorias Secret Product
11170609	Contextual	VigLink Convert Vivint
11170648	Contextual	VigLink Convert Vivint Product
11170461	Contextual	VigLink Convert Walmart Product
11169888	Contextual	VigLink Convert Webstaurant Store
11170413	Contextual	VigLink Convert Webstaurant Store Product
11171851	Contextual	VigLink Convert Westin
11171869	Contextual	VigLink Convert Zenni Optical Product
11171821	Contextual	VigLink Convert ZoomInfo
11172012	Contextual	VigLink Convert Zoominfo Product
11169631	Intext	VigLink Insert
11170890	Extension	VisicomMedia
11168477	Extension	Wajam Search
11170155	Lead Gen	WebwidgetMedia Experian
11170874	Lead Gen	WebwidgetMedia Lending Tree Home Equity 
11170873	Lead Gen	WebwidgetMedia Lending Tree Refinance
11170876	Lead Gen	WebwidgetMedia Transunion 
11171744	Push	What If Media CarpriceSecrets
11171734	Push	What If Media Choice Hotels
11172109	Push	What If Media Essilor
11171984	Push	What If Media LendingTree Personal Loans
11171980	Push	What If Media LendingTree SF
11172163	Push	What If Media Mercedes Benz
11172129	Push	What If Media National Geographic
11172188	Push	What If Media Restasis
11171926	Push	What If Media Teleflora
11171284	Push	WhatIf Media eFile
11171646	Push	WhatIf Media Group
11171647	Push	WhatIf Media Group
11171648	Push	WhatIf Media Group
11170614	Push	WhatIf Media H&R Block
11170615	Push	WhatIf Media LegalZoom
11171589	Push	WhatIf Media Nissan
11170613	Push	WhatIf Media TurboTax
11171301	Push	WhatIf Media Volvo
11170893	Push	WhatIfMedia At&T Frontier
11170662	Push	WhatIfMedia Carpricesecrets.com
11170892	Push	WhatIfMedia Centurylink
11170795	Push	WhatIfMedia Experian
11170954	Push	WhatIfMedia Transunion
11170663	Push	WhatIfMedia Uverse
11170798	Domain	WhiteSand Domain
11163620	Other	WS - Wildcard
11170487	Domain	www.com
11166375	Pop/Lightbox	Wwwpromoter-Hotwire_Branded-pop-over-us-direct-mb
11170543	Domain	XYZ Invest Domain
11168511	Lead Gen	Yellowpages-search-home security-us-direct
11168512	Lead Gen	Yellowpages-search-HVAC-us-direct
11171612	Contextual	YieldKit
11171623	Contextual	YieldKit
11171687	Contextual	YieldKit
11171685	Contextual	YieldKit
11170738	Contextual	YieldKit 1800Contacts
11171825	Contextual	YieldKit Amerisleep
11170919	Contextual	YieldKit ApartmentList
11171828	Contextual	YieldKit Auto Web Quote
11171954	Contextual	YieldKit Best Western
11171923	Contextual	YieldKit Best Western Product
11171829	Contextual	YieldKit Blackbook
11170920	Contextual	YieldKit Burpee
11170743	Contextual	YieldKit CarPriceSecrets
11171836	Contextual	YieldKit Chaco
11171841	Contextual	YieldKit Chaco Product
11170742	Contextual	YieldKit Chewy
11171324	Contextual	YieldKit Chewy Product
11171745	Contextual	YieldKit Choice Hotels
11171746	Contextual	YieldKit Choice Hotels Product
11170739	Contextual	YieldKit DollarShaveClub
11171609	Contextual	YieldKit eBates Product
11170737	Contextual	YieldKit Eharmony
11172107	Contextual	YieldKit Essilor
11172108	Contextual	YieldKit Essilor Product
11170706	Contextual	YieldKit Experian
11171494	Contextual	YieldKit Experian Product
11170734	Contextual	YieldKit Freeshipping
11171157	Contextual	YieldKit Geico
11171620	Contextual	YieldKit Geico Product
11170918	Contextual	YieldKit Geneology Bank
11170910	Contextual	YieldKit GruntStyle
11170703	Contextual	YieldKit H&R Block
11170912	Contextual	YieldKit H&R Block
11172121	Contextual	YieldKit H&R Block Product
11171629	Contextual	Yieldkit Harrys
11170736	Contextual	YieldKit Hotwire
11171314	Contextual	YieldKit HP
11171326	Contextual	YieldKit HP Product
11171837	Contextual	YieldKit Hush Puppies
11171842	Contextual	YieldKit Hush Puppies Product
11170925	Contextual	YieldKit InsureMyCar
11170909	Contextual	YieldKit Intelius
11170704	Contextual	YieldKit JCPenney
11170947	Contextual	YieldKit JCPenney Product
11172166	Contextual	YieldKit Keen Footwear
11172167	Contextual	YieldKit Keen Footwear Product
11171624	Contextual	YieldKit Kmart Product
11170740	Contextual	YieldKit LampsPlus
11171327	Contextual	YieldKit LampsPlus Product
11170735	Contextual	YieldKit LegalZoom
11170702	Contextual	YieldKit LendingTree
11171738	Contextual	YieldKit LendingTree Debt Relief
11171830	Contextual	YieldKit Life Line Screening
11170707	Contextual	YieldKit Macys
11171322	Contextual	YieldKit Macys Product
11171845	Contextual	YieldKit Marriott
11170915	Contextual	YieldKit Merrell
11171857	Contextual	Yieldkit Merrell Product
11171827	Contextual	YieldKit Monevo
11172168	Contextual	YieldKit Morning Brew
11171605	Contextual	YieldKit Nissan
11171606	Contextual	YieldKit Nissan Product
11172028	Contextual	Yieldkit Noom
11170708	Contextual	YieldKit Overstock
11171493	Contextual	YieldKit Overstock Product
11170913	Contextual	YieldKit Pandora
11171813	Contextual	YieldKit Progressive
11170911	Contextual	YieldKit RealtorLead
11172219	Contextual	YieldKit Restasis
11172217	Contextual	YieldKit Restasis Product
11170917	Contextual	YieldKit Sage
11170908	Contextual	YieldKit Samsung Home Appliances
11171637	Contextual	YieldKit Samsung Home Appliances Product
11171838	Contextual	YieldKit SAP
11171694	Contextual	YieldKit Sears
11171846	Contextual	YieldKit Sheraton
11170916	Contextual	YieldKit Sperry
11171856	Contextual	Yieldkit Sperry Product
11172087	Contextual	YieldKit TAG Heuer 
11172088	Contextual	YieldKit TAG Heuer Product
11171994	Contextual	Yieldkit Talbots
11171988	Contextual	Yieldkit Talbots Product
11171944	Contextual	Yieldkit Tea Collection
11171945	Contextual	Yieldkit Tea Collection Product
11172015	Contextual	Yieldkit The Fruit Company
11170914	Contextual	YieldKit TheZebra
11170744	Contextual	YieldKit Toyota
11171832	Contextual	YieldKit TransUnion
11171840	Contextual	YieldKit TransUnion Product
11170741	Contextual	YieldKit Trivago
11170705	Contextual	YieldKit TurboTax
11170709	Contextual	YieldKit Under Armour
11171831	Contextual	YieldKit United Medicare Advisors
11171611	Contextual	YieldKit Vivint
11171607	Contextual	YieldKit Vivint Product
11170745	Contextual	YieldKit Volvo
11171847	Contextual	YieldKit W Hotels
11170710	Contextual	YieldKit Webstaurant
11171323	Contextual	YieldKit Webstaurant Product
11171848	Contextual	YieldKit Westin
11171883	Contextual	YieldKit Zenni Optical
11171884	Contextual	YieldKit Zenni Optical Product
11171833	Contextual	YieldKit Zip Recruiter
11171834	Contextual	YieldKit Zoominfo
11168024	Search	YP.com-search- Schwan's - us-direct
11168279	Search	Yp.com-search- Terminix-direct-us
11168331	Search	Yp.com-search- Tru Green-direct-us
11168025	Search	YP.com-search- WindowCosts - us-direct
11168251	Search	Yp.com-search- zappos-direct-us
11171292	Contextual	Zoomd Volvo Search Results